;author_id;username;author_followers;author_description;author_location
4172;78632358;screamyell;29299;“Fique perto das coisas que você ama. E leve um bastão de beisebol para o resto”. PARSONS, TonySugestões de pauta:screamyell@gmail.com;São Paulo, SP
4173;2906966669;__misfortune__;156;αpenαs umα pessoα cαnsαdα de pessoαs;𝐸𝓁𝒶/𝒟𝑒𝓁𝒶
4174;1051918744690327557;Tamar_Zis;2856;Empresária  PATRIOTA, coração 💚💛🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷;Texas, USA
4175;80854135;othais;129;'-';
4176;4138677615;karolina_who;146;;
4177;23211726;Acdcoelho;13;;
4180;233408415;bialotti_;487;O tempo as vezes é alheio a nossa vontade, mas, só o que é bom dura tempo o bastante pra se tornar inesquecivel. Jornalismo 📝, Aries ♈️;Guarulhos
4182;16572180;andreiagui;204;;Brasil
4183;99106039;propmark;11354;As notícias mais importantes do mercado de comunicação. Acesse, curta e compartilhe!;
4184;2559483907;Alexand04482393;238;;
4186;1565853371671760896;cenomont;96;Pet Sitter Rudge RamosSão Bernardo do Campo;
4187;561088469;RafaSan777;106;Professor, Esquerdista e Humanista!Hey ho Let's Go!;Brasília
4188;1354239326415151107;OfPhatima;107;sou palpiteira de Twitter;
4189;1469472138558066697;LosOjos23;24;Mirando lo que passa!;
4190;1025268480;Luludatte;45;;Brasília - Brasil 
4191;1508255173956751360;revaniercamilo;8;;Minas Gerais
4193;316079095;rosaliamarch;106;Eu sou meu próprio lar;Soledade, RS, Brasil.
4194;184294550;TorivWiski;61;A little bit of this little bit of that;Curitiba
4195;1022984347232686080;Swe3tNightmare;69;;
4196;1007657502161428480;quefadiga;41;;
4197;1370520629460484100;allabout_lua;8753;às vezes posto foto dos meus bichos aqui;Rio de Janeiro, Brasil
4198;983717956986310656;poesiaporumdia;24;Poesia para alegrar o dia e conversas da vida pra cultivar o intelecto;São Bernardo do Campo, Brasil
4199;1556944847990398976;bsbcesario;32;;
4200;1214934575367020544;artemisagauche;9554;On ne naît pas femme, on le devient (S.B).  Féministe, sorcière, tarot et toujours à gauche 🚩 #ForaBolsonaro;Vita Brevis, Ars Longa
4201;328293851;anxiety_boy_dom;57;;
4202;189336240;fabiontherocks;70;No, Thanks;Segue Você 
4204;1102662423159472132;VIPbinbin;905;ℓσvατic ƒσrєvєr 🕷️👑 • vαмρʑ ƒσrєvєr 🦇🌌 • єcнєℓσท ƒσrєvєr 🎸🎶 • τмαкєr ƒσrєvєr 💎⛏️ • мy ƒσrєvєr 👾✨;La La Land✨
4205;1469162627586826245;anagennari1;486;;
4206;1573773285560549376;DCalllight;139;DE OLHO NOS SINAIS Das microexpressões,  das cores, do tom de voz, dos 26 sentidos e outros, mensagens subliminares e da ironia.;
4207;1260889945931223040;EricsonIgual;259;Caverneiro defensor da proteção integral das cavernas e meio ambiente. Observador de aves. PSOL. TDAH. Vai Corinthians! Democracia sempre!;São Bernardo do Campo, Brasil
4208;252162335;roconceio;27;Somos todos um! Tudo te afeta e afeta o seu semelhante. Plante o bem, queira o bem.Vibre na energia do bem!;Sao Paulo, Brazil
4209;40789272;JulioGVargas;216;Viver e não ter a vergonha de ser feliz! Sou exatamente o que você comprou!;New Hampshire, USA
4213;1413321600569679888;NoraRegina6;31;;
4214;1326088583741120512;ulalahAmanda;1417;Mãe de humana e mãe de pets.;Belo Horizonte, Brasil
4216;1540885862208208896;Hyperbolado86;844;;
4218;1602437895205306372;kleberMaral1;1;;
4219;229823983;maiarabasso;3811;Jogadora de vôlei profissional 🇧🇷 🇫🇷 🇩🇪 Atleta de Barueri voleibol clube 🚀 insta: https://t.co/YvzKNVLjaa;Palotina, Brasil
4222;70033085;Lillysol2;1294;Assistente Social Petralha Lulista;
4225;22713123;laijha;661;Bel. em RI 📚 LULA PRESIDENTE 2023🚩🤩fiquem a vontade amigos para se juntarem nessa luta, seguirei de volta não largo a mão de ninguém. Não aceito Bolsopatas!;Brazil
4226;1420385212425461763;mari_teos;141;;Belo Horizonte, Brasil
4227;1415406177505193994;nataliarmacedo;14;Uma jornalista mineira tagarelando em meio ao caos;Belo Horizonte 
4228;1352399389835354116;camila44633096;1;;
4229;75194641;cassiofigueira;185;;
4230;1530125530686701568;Ricardo12159658;1;;
4231;891346139777204226;fadadopiaui;353;Menor pessoa de teresina e região Maior internauta cuidadora da vida alheia 🙅🏻‍♀️e mamãe do Fofuxo e da Kurama 🤍🫰🏼🐱🐱;Teresina, Brasil
4233;1407665969351299077;Ricardo17892151;2424;Um democrata com tolerância zero para os faladores de merda na internet Meu pix é iatoran@gmail.com - ajude-me a comer caviar...;Alagoas, Brasil
4234;1167467733371502593;advocatebrazil;180;thinking;
4236;1489035103535828994;Cristin80265506;13;;
4237;95635247;emersonhosokawa;14;;Porto Alegre - Brazil
4238;42254645;Cristianodraw;121;Ilustrador de livros infantis, Artista 2D e professor de ilustração;São Paulo
4240;1333875159158157318;ViniciusMazzon;18;Contador de Histórias;
4241;41310501;arroba_rose;1915;Xingo muito no Twitter e tenho uma tatuagem de Olavinhos bebendo;Rio de Janeiro, Brasil
4242;1613253578293911563;StauffenbergPa1;4;"""Vi veri veniversum vivus vici.""";
4243;1090747272260972550;angelamorgadoa1;4;Ateliê de artesanato, bordado e costura, personalizado de acordo com seu gosto e necessidade;Bauru
4244;92537684;joaomedina666;77;;Porto Alegre / RS
4245;1253811152569712640;ValriaG47578803;134;;
4246;20754119;AlessandraStein;85;;
4248;345955750;Ivamorais;380;;Brazil
4249;1474905865832603650;blluisaa;596;dois ranços: ralo de pia e Bolsonaro;
4250;967437384135692288;Simonefilo;3600;#VamosJuntosPeloBrasil #ForaBolsonaro #Em defesa dos serviços públicos e contra as privatizações Doutoranda em Políticas Públicas e Educação.;Maringá, Brasil
4251;1484245456393756673;simonedcarv;1634;Paulistana. Advogada. Meu coração é vermelho🚩⭐️;São Paulo, Brasil
4252;76832372;Celsodeabreu;93;;
4254;1226174808632840193;anavianna00;20;Advogada, mãe, sarcástica , humor ácido, flamenguista roxa, feminista, esquerdista, #forabolsonaro.;
4255;4018641015;anny_anne9;150;Cidadã de Mal 🚩;
4256;328117533;FabiiPecanha;98;;
4258;1248748109309632512;annecp05;41;;
4259;1448107320848883715;Rezingueira;24;Reclamo, logo existo.;
4260;1040433360303267840;pedroso_san;362;;
4261;1498079350738067461;TayECuiaNaChina;439;Mãe de dois meninos, casada há quase 20 anos, viajante, esquerdista, filha de Xangô e Iansã. #expat #Suzhou #umbandista #China #brasileirosnachina #Goianiense;Suzhou, Jiangsu
4263;164561403;ceceu1;2861;Servidor Público Federal, vinculado ao CNPq (Aposentado). Especialista em Políticas Públicas (Enap) e em Saúde Mental (Universidade Estácio).;Brasília
4264;69722643;LAHdd;136;O preço que eu pago por saber ler é muito alto!;
4267;1384203856347766789;LauraGo47369685;1814;sou chata mesmo e daí?;
4268;842776152766922753;romulofariasjf;13;;Juiz de Fora, Brasil
4269;127273047;licehueb;1737;uma mineira tentando (sobre)viver em são paulo. um pouco pirada, mas sempre lutando para um futuro melhor ❤️ dias melhores chegaram @atletico;Minas Gerais, Brasil
4270;3050861616;AndreyTrautwein;43;É preciso saber viver. Sigo aprendendo.;
4271;1419492765537288194;ogunalaafia7;454;;
4272;570461496;5sartdg;1051;;
4273;389571243;TelmaMiguel;2087;De esquerda com paixão 🤍Relações Públicas de formação (UFG)➰ Casada com o João ♥️;Brasil
4274;1491538002371354626;DaisySa13;181;;
4276;29039908;frestabrasil;43939;política & cultura geral - Jornalismo Digital -aguardando o fim do mundo.;SP - Brazil
4280;1265322075427868674;psieterapia;87;Psicoterapia e Acupuntura. Sempre à Esquerda.;Saquarema, Brasil
4283;1412836643858493444;Amora96757846;2147;Pra pedir silêncio eu peço, pra fazer barulho eu msm faço !🌷🌺🌼🌻💞 ⬅️ 1️⃣3️⃣🚩;Rio de Janeiro, Brasil
4284;905293023529095168;mtecasilvaLula;1574;Socióloga paraibana, comunista, alvirrubra e pernambucana de coração;
4286;1368700612746022914;Ernie09189521;448;;
4288;1500199694387060742;mam_serafin;428;Gerente de contas, professor universitário, marqueteiro, pai de 3 meninos, Corinthiano e canhoto!!;São Paulo
4289;147697435;ellenpelengrina;1149;não levem muito em consideração o que falo um minuto depois posso não ter mais aquela opinião;
4290;1419928169960906764;apenasmarol;362;servidora pública na prefeitura de Ratanabá;Ratanabá 
4292;160762194;WilyWyllison;3285;;Nova Brasilândia d'Oeste, Bras
4297;24220128;Arkhancjr;186;Não importa o tamanho da ofensa mas o prazer que ela proporciona. #AtentadoContraADemocracia;Brasil
4299;34985522;NatiBlinke;86;;
4300;1337888475824205827;EdilsonTissa;68;Futebol, demais esportes, música, filmes, artes e família.;
4301;2749515943;el_elvito;679;Advogado. 30 anos. Perfil monitorado pelos pais.;São Paulo, Brasil
4302;3195429695;FlaviaHermeto;120;;
4303;1393418137534668801;Luciano70024867;2;;
4304;708507485452300289;JulioCLabate;34;;
4305;1562955913941553152;Rose81498384;16;🇧🇷🚩❤️;Porto Alegre, Brasil
4306;61851108;Jeantakayama;3083;Assessor Parlamentar FederalHipnoterapeuta e  Master PNL.30 anos estudando A MENTE e comportamento humano.Treinar e desenvolver pessoas é o meu mundo!;São Caetano do Sul, Brasil
4308;1371154229042294787;Leonardo_SLim_;258;A primavera chegará, mesmo que ninguém mais saiba seu nome, nem acredite no calendário, nem possua jardim para recebê-la. Cecília Meireles.;
4309;1267564422194757633;BlgClandestinos;299;Brasileiro, Santista e Viúva do Pelé, Graças a Deus.;Memphis, TN
4310;2743408312;SpencerThalita;423;Tô aqui pra me alienar, só que nem sempre;Brasilia-Brazil
4311;1585950037787529217;ursula77822010;36;Abaixo a hipocrisia social.;Brasília, Brazil
4312;54109807;francosandonato;3219;Professor da UGF, FAP e IBPI e Coord. Acadêmico. Mestre em TI. Pós em TI e Ciências Políticas. Analista de Sistemas, Programador e Auditor de TI da Petrobras BR;Rio de Janeiro
4313;1253445673401409536;Vivian46052991;3127;O amor venceu!!!🚩🚩LULA PRESIDENTE!koo : @Vivian_13vrp;
4315;1581714834957242369;vaz_mirela;73;Namastê 🙏🏻;
4317;1009823678195027973;PauloQ1269;212;Tudo o que somos sempre existiu em potência naquilo que éramos.;São Paulo, Brasil
4318;1317319633;Mefhistosa;47;Amar é uma arte, requer talento, dedicação e o desejo de sempre poder criar algo novo.;
4319;1306196108427890691;azevedo7743;1251;Vai Cavalo, Go Horse...!;Porto Alegre, Brasil
4320;1351294424807051277;MarilisMolinari;187;;
4321;1218644405164421127;PeinadoVanessa2;786;;
4322;1257092249449570305;gilleite9;4707;resistência!;Sao Paulo, Brazil
4323;50438675;lucienenunes;670;Brasileira ⭐️LULA 🚩🇧🇷 Pedagoga -❤️ Mediadora ❤️ Explicadora❤️Artista                  ❤️Protestante IPB;Rio de Janeiro, Brasil
4325;2862567569;letnv_leticia;26;Mãe do Gu e do Pepedro.. Ortodontista.. Mestranda em Dentistica Restauradora.. Apaixonada pelos meus cachorros, Netflix, pipoca e chocolate 💕💕;
4327;1012483582730829824;AmoraKlaus;1617;A verdade;Brasil
4328;2812192751;joaodomenech;16119;jornalista, democrata, tricolor carioca, fã de ciência, cultura, arte, inteligência e decência. #BolsonaroNaCadeia #ditaduranuncamais #LulaPresidente;
4329;76118480;carmenmartins;2109;"Mãe em 🇵🇹 e no BR. ♥️💃🏽🦋 Cenógrafa - Corretora de Imóveis 🎭🎶🎤🕉️ 🎶Se alguém perguntar por mim, diz que eu fui por aí""... 🎶  Canhota! ⭐️🚩";Mundo de Nárnia
4330;1388692407894618118;yureou;519;😔✌🏽🥺✌🏽🥹✌🏽😋✌🏽;salvador, bahia
4331;1476632866280857621;svlguod;9928;o nome deste perfil é somente um personagem071;
4334;204066189;maisamorp;184;;
4335;388154800;psicoludmila;2494;Psicóloga judiciária. Em defesa dos Direitos Humanos e da justiça. Ativista da adoção de crianças e adolescentes. “O que não me mata, me fortalece” (Nietzsche).;Peruíbe, SP, Brasil
4339;1436878005159223304;edson_fialho3;122;Doutor em ciências ocultas, filosofia dramática, pediatria charlatânica, biologia dogmática. Desinfluenciador analógico. 📿;
4340;1375535091271802881;RMUTO_;118;Oi ! Me segue aí! Seja bem vindo. Continuem apoiando democracia e direitos trabalhistas.;
4342;547664345;__AcordaBrasil_;233;(SCCP) Único Clube do Brasil e das Américas que ganhou 🏆🏆🌐Mundiais Organizados pela FIFA 2️⃣0️⃣0️⃣0️⃣⭐ 2️⃣0️⃣1️⃣2️⃣⭐7️⃣🇧🇷, PARAÍBA 🏖️, ciências, TI.⚡🚴;Berne, Switzerland
4343;124957076;Dilatoriness;309;Sou canhota e de esquerda. Arteira, cozinheira...Sou a Trix, sou do Movimento Pelo Desenvolvimento do Bairro Farrapos/Comitê de Lutas Populares.;Porto Alegre
4345;280772591;cintiamark;5334;;
4347;1599521759824412674;roooooosalux;10;;
4348;1498430259594727427;Nanda_Gutier;71;;
4351;866807955450204161;BetoPml;29;Sou forte porque sou negro. herdeiro de um país em desespero;Mundo
4352;1544995932755951616;ErikMNE666;141;;
4353;1451302908994199561;CarlaSa54446652;7;Sem ideologia. Porém em choque há 4 anos com o que fizeram de nós.;
4354;62184669;daniely_s;770;☻︎;São Paulo, Brasil
4355;1537873922;lizmeganlight;946;É melhor ser feliz do que ter razão;Brasil
4356;1513515308274888712;nomadlandersbr;578;Nomadlanders morando pelo mundo e o mundo morando em SI.;
4360;119580012;wribeiro2010;2975;Somente sigo quem posta contra o governo do genocida e sua familícia.https://t.co/jQ5c5sp6qi;Brooklyn, NY
4364;199757468;MINHAKYNHADUART;1632;Até meus 🐈🐈‍⬛ são ESQUERDISTAS C/ Orgulho. ⚒️🤝🚩;Brasil
4365;889571378374090752;ZolaSonia;2250;Esquerdista desde o berço. Petista e Lulista.Aposentada do Judiciário Trabalhista.;Paraná, Brazil
4366;1589688654066229249;HumanoideVerde;36;;
4367;776550071437561856;Loucaedoida27;264;;PASÁRGADA 
4368;1435312299561078784;LuanaFa03576835;14;;
4369;1239423051365826562;MickeyRat14;46;;
4370;1579961985764134913;RafaelCasares13;362;Filósofo, professor, pesquisador, comunista, antifascista, pai de gatos, cético & serelepe. LULA 13 SDV;
4371;17616508;caiogiomo;216;A razão não grita, ela senta e espera.;Brasil
4372;735693907049119745;renatomafilho;582;Na boca de quem Não presta o que é Bom Não tem Valor.;Ribeirão Preto, Brasil
4373;96372731;libehlula;24;Twitter is dying.;Brazil
4374;1541835434703130630;advLeiamacedo;1600;Advogada criminalista e defensora dos direitos da Pessoa humana.  Mãe do Mateus e Vitor. Grata pela vida.;
4375;1578431889693630464;DrRodiliani;2;Advogado | Especialista em Direito Cívil e Processo Civil, Direito Médico e Saúde, Direito do Consumidor, Direito Tributário e Adm. de Empresas.;São Paulo
4376;3357707831;EsquerdaForoSP;184;Fé sempre! Deus é bom demais! ❤️;São Paulo, Brasil
4377;1175940750514806787;MiriamM48667634;1915;“De que adianta falar de motivos? Às vezes, basta um só. Às vezes, nem juntando todos”. José Saramago;Sao Paulo, Brazil
4378;1412407035115737103;JuniorbearRj;346;Fui banido da outra conta! Sou do Rio 😎 Bear Raiz! #forabolsonaro 🏳️‍🌈🌈🏳️‍🌈;Niterói, Brasil
4381;38727043;objetividade;416;;Planeta Terra
4382;2283526075;OfiFrancis;26;;Contagem
4383;2172200543;priscilafnasc;116;Casada 👩🏻‍🤝‍👨🏼. advogada ⚔️. candomblecista  ✨🙌🏼.;Pernambuco, Brasil
4384;2303731214;fomachadox;1182;passo vergonha e falo de coisas que ninguém se importa 🙃 humor & piadas, como é ser produtora e DJ e tweets aleatórios que não fazem o menor sentido;
4385;1486316245083426822;MartinezEdy1;1340;Sou esquerdista até o fim 🚩🚩🚩;
4386;1159856634;CrCharlyne;51;;
4388;230285215;blackbearxs;1145;this lonely heart was built to break.  ts • bear • mgk • cro • ed • bvb;blackbear follows
4389;259829500;karvlina;558;cunt? like the philosopher?;natal, rn
4390;1095060936690413568;FadaChic;689;Já tá aí no nome;
4391;1228424892;espeditodossant;3411;feliz;Salvador, Brazil
4392;1427431283655946250;gaosilva4;5856;;
4394;57802305;minhoca_uhaha;40;"I'm someone hiden by a web mask. Not a fake profile. I'm real! But who I am, YOU will have to find! Shark Bait woo haha!(Ela/dela; She/her)";Fantasy
4395;135601868;nataliasilvasn;411;;Hogwarts 
4396;1007406251934920704;leomoraes91;66;;Curitiba, Brasil
4397;95513461;mechamamdecacau;356;;São Paulo, Brasil
4399;1391233893064392704;vicfr0st;43;Diga me, nós recebemos o que merecemos ? 💰 Bartender/ Vitrinista 🦂 Escorpiano 🏠 São Paulo/ Aricanduva 🍁 Mais amor por favor!;
4400;100193363;editorete;119;Antifa, feminista e editora;
4401;1201868629;soaresron;73;Rachador!. .. Saudades da minha gata.. pai da Melissa;São Bernardo do Campo, Brasil
4402;241222276;babysonf1r3;518;IT’S IN MY NATURE IT GIVES ME CHILLS;Willowbrook State School
4406;1574710894285684736;wilsato13;0;;
4407;1034961015740477440;SrMrElio1;4559;Empreendedor - 🍃Energia Sustentável - Espírita - Corinthiano - Doglover;Joao Pessoa | PB
4408;1576184486567575552;FlaviadeSousaF2;31;Ex futura microscopista maratonista;Campinas, Brasil
4409;19288739;gilmarcel;1127;Roteirista, Designer e Script Consultant. Apaixonado pelo cinema de horror. | Screenwriter, Designer and Script Consultant. Movie Horror addict.;Brasil - Curitiba/PR
4410;35087279;cicclops;6897;Gestor, jornalista e, nas horas vagas fã da Sandra Bullock;Brasília, Brasil
4411;1144441490665541634;Jotave090;54;;
4412;1598459749502181377;WANESSAAMARAL70;1;;
4413;1325790468991561732;SparkTaz;123;Cirurgião Dentista, Antifascista, Sem paciência com bolsotonto e negacionistas que acreditam em terra plana!;Sao Paulo, Brazil
4415;168622377;fabiorods;95;Senhor cidadão, eu quero saberCom quantos quilos de medose faz uma tradição?;Porto Alegre
